Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
81;40981;"Biology and Fertility of Soils";journal;"14320789, 01782762";1,680;Q1;148;84;258;5048;1555;251;5,21;60,10;38,78;0;27;Germany;Western Europe;"Springer Verlag";"1985-2023";"Agronomy and Crop Science (Q1); Microbiology (Q1); Soil Science (Q1)";"Agricultural and Biological Sciences; Immunology and Microbiology"
82;19662;"Critical Reviews in Microbiology";journal;"15497828, 1040841X";1,675;Q1;111;79;124;11452;1016;124;8,13;144,96;46,74;0;25;United Kingdom;Western Europe;"Informa Healthcare";"1971-2023";"Applied Microbiology and Biotechnology (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1)";"Immunology and Microbiology; Medicine"
83;21100897795;"Cell Death Discovery";journal;"20587716";1,668;Q1;58;457;985;28728;5917;963;5,74;62,86;43,05;0;280;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2023";"Cancer Research (Q1); Cell Biology (Q1); Cellular and Molecular Neuroscience (Q1); Immunology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
84;29152;"Cancer Immunology, Immunotherapy";journal;"14320851, 03407004";1,663;Q1;136;334;758;14113;3967;741;5,25;42,25;40,44;3;303;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1976-2023";"Cancer Research (Q1); Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
85;3500148010;"Current HIV/AIDS Reports";journal;"15483568, 15483576";1,658;Q1;72;43;166;3619;785;166;3,84;84,16;61,54;0;43;United States;Northern America;"Springer Nature";"2004-2023";"Infectious Diseases (Q1); Virology (Q1)";"Immunology and Microbiology; Medicine"
86;20863;"Trends in Parasitology";journal;"14715007, 14714922";1,658;Q1;167;139;387;6935;1925;366;3,98;49,89;40,11;3;56;United Kingdom;Western Europe;"Elsevier Ltd";"2001-2023";"Infectious Diseases (Q1); Parasitology (Q1)";"Immunology and Microbiology; Medicine"
87;21100370190;"Current Opinion in Food Science";journal;"22147993";1,657;Q1;78;112;404;5950;4064;380;9,50;53,13;49,69;1;30;Netherlands;Western Europe;"Elsevier B.V.";"2015-2023";"Applied Microbiology and Biotechnology (Q1); Food Science (Q1)";"Agricultural and Biological Sciences; Immunology and Microbiology"
88;21100850723;"mSystems";journal;"23795077";1,642;Q1;76;286;1111;19553;6102;1102;4,68;68,37;42,12;1;83;United States;Northern America;"American Society for Microbiology";"2016-2023";"Biochemistry (Q1); Computer Science Applications (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Microbiology (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1); Physiology (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Immunology and Microbiology; Mathematics"
89;20779;"European Journal of Immunology";journal;"00142980, 15214141";1,627;Q1;225;227;616;15764;2409;519;4,09;69,44;47,85;0;75;Germany;Western Europe;"Wiley-VCH Verlag";"1971-2023";"Immunology (Q1); Immunology and Allergy (Q1)";"Immunology and Microbiology; Medicine"
90;15968;"Journal of Medical Virology";journal;"10969071, 01466615";1,560;Q1;154;1196;2436;46759;15841;1816;5,87;39,10;44,56;27;937;United States;Northern America;"John Wiley and Sons Inc.";"1977-2023";"Infectious Diseases (Q1); Virology (Q1)";"Immunology and Microbiology; Medicine"
91;21275;"Journal of Immunology";journal;"15506606, 00221767";1,558;Q1;412;374;1749;20762;6302;1694;3,27;55,51;44,70;1;116;United States;Northern America;"American Association of Immunologists";"1945-2023";"Immunology (Q1); Immunology and Allergy (Q1)";"Immunology and Microbiology; Medicine"
92;29607;"Journal of Leukocyte Biology";journal;"07415400, 19383673";1,521;Q1;217;107;679;2767;3152;625;3,89;25,86;49,16;0;42;United States;Northern America;"Oxford University Press";"1984-2023";"Cell Biology (Q1); Immunology (Q1); Immunology and Allergy (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
93;21101039610;"Current Protocols";journal;"26911299";1,520;Q1;18;299;579;11528;1993;576;3,44;38,56;44,51;0;53;United States;Northern America;"John Wiley & Sons Inc.";"2021-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Health Informatics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medical Laboratory Technology (Q1); Neuroscience (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Immunology and Microbiology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
94;27592;"Arthritis Research and Therapy";journal;"14786354, 14786362";1,518;Q1;177;236;850;9665;3906;827;4,23;40,95;44,28;0;37;United Kingdom;Western Europe;"BioMed Central Ltd";"2003-2023";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)";"Immunology and Microbiology; Medicine"
95;6300153105;"Current Opinion in HIV and AIDS";journal;"1746630X";1,504;Q1;78;54;152;3140;597;136;3,96;58,15;44,44;0;47;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2007-2023";"Hematology (Q1); Immunology (Q1); Infectious Diseases (Q1); Oncology (Q1); Oncology (nursing) (Q1); Virology (Q1)";"Immunology and Microbiology; Medicine; Nursing"
96;19617;"Antiviral Research";journal;"01663542, 18729096";1,500;Q1;151;200;496;10454;2913;495;4,72;52,27;41,09;3;141;Netherlands;Western Europe;"Elsevier B.V.";"1959, 1981-2023";"Pharmacology (Q1); Virology (Q1)";"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
97;28861;"Biometrics";journal;"0006341X, 15410420";1,480;Q1;149;325;409;10338;831;389;1,82;31,81;36,59;1;94;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1946-1951, 1965-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Mathematics; Medicine"
98;21100817417;"Immune Network";journal;"15982629, 20926685";1,452;Q1;41;46;147;3132;797;142;4,30;68,09;42,37;0;23;South Korea;Asiatic Region;"Korean Association of Immunologists";"2016-2023";"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)";"Immunology and Microbiology; Medicine"
99;38062;"Exercise Immunology Review";journal;"10775552";1,431;Q1;63;5;23;0;127;23;3,87;0,00;47,37;0;2;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-2023";"Immunology (Q1); Medicine (miscellaneous) (Q1); Sports Science (Q1)";"Health Professions; Immunology and Microbiology; Medicine"
100;21245;"International Immunology";journal;"14602377, 09538178";1,427;Q1;148;48;211;2754;1002;200;5,05;57,38;32,55;1;17;United Kingdom;Western Europe;"Oxford University Press";"1989-2023";"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)";"Immunology and Microbiology; Medicine"
101;22129;"Genes and Immunity";journal;"14664879, 14765470";1,426;Q1;108;48;108;2137;465;100;4,30;44,52;48,95;0;20;United Kingdom;Western Europe;"Nature Publishing Group";"1999-2017, 2019-2023";"Genetics (Q1); Genetics (clinical) (Q1); Immunology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
102;21101019267;"Pathogens and Immunity";journal;"24692964";1,422;Q1;21;18;57;908;240;48;4,22;50,44;46,73;0;13;United States;Northern America;"Case Western Reserve University";"2016-2023";"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Molecular Biology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
103;20783;"Expert Review of Vaccines";journal;"14760584, 17448395";1,412;Q1;105;110;409;7915;2013;364;5,10;71,95;43,87;4;83;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2023";"Drug Discovery (Q1); Immunology (Q1); Molecular Medicine (Q1); Pharmacology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
104;21309;"AIDS";journal;"14735571, 02699370";1,401;Q1;230;338;1002;10496;2553;785;2,53;31,05;51,54;0;325;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1987-2023";"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)";"Immunology and Microbiology; Medicine"
105;4700152872;"Journal of NeuroImmune Pharmacology";journal;"15571890, 15571904";1,396;Q1;91;47;180;3170;941;156;4,59;67,45;48,06;0;18;United States;Northern America;"Springer New York";"2006-2023";"Immunology (Q1); Immunology and Allergy (Q1); Neuroscience (miscellaneous) (Q1); Pharmacology (Q1)";"Immunology and Microbiology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
106;21301;"Medical Microbiology and Immunology";journal;"14321831, 03008584";1,385;Q2;72;35;109;1854;526;107;5,66;52,97;46,01;0;22;Germany;Western Europe;"Springer Verlag";"1971-2023";"Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
107;20250;"Journal of Virology";journal;"10985514, 0022538X";1,378;Q1;321;551;2143;26833;8551;2115;3,77;48,70;43,13;3;283;United States;Northern America;"American Society for Microbiology";"1967-2023";"Insect Science (Q1); Microbiology (Q1); Virology (Q1); Immunology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology"
108;19400157151;"DMM Disease Models and Mechanisms";journal;"17548403, 17548411";1,361;Q1;107;221;542;12548;1820;465;3,20;56,78;49,50;0;60;United Kingdom;Western Europe;"Company of Biologists Ltd";"2008-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience"
109;20740;"Clinical Immunology";journal;"15217035, 15216616";1,359;Q2;141;267;605;15273;3082;533;4,25;57,20;44,72;0;85;United States;Northern America;"Academic Press Inc.";"1999-2023";"Immunology and Allergy (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
110;21100941750;"Antibody Therapeutics";journal;"25164236";1,345;Q2;21;26;84;1261;362;84;4,16;48,50;37,81;0;13;United States;Northern America;"Oxford University Press";"2018-2023";"Immunology and Allergy (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
111;22421;"Journal of Clinical Virology";journal;"13866532, 18735967";1,344;Q1;127;118;609;3208;2956;559;3,87;27,19;51,92;3;77;Netherlands;Western Europe;"Elsevier B.V.";"1998-2023";"Infectious Diseases (Q1); Virology (Q1)";"Immunology and Microbiology; Medicine"
112;19683;"Environmental Microbiology";journal;"14622912, 14622920";1,342;Q1;223;285;1348;19903;6495;1294;4,47;69,84;43,48;0;63;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992, 1999-2023";"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)";"Agricultural and Biological Sciences; Immunology and Microbiology"
113;21376;"Vaccine";journal;"0264410X, 18732518";1,342;Q1;215;971;3134;37603;13164;2864;4,47;38,73;49,87;57;727;Netherlands;Western Europe;"Elsevier B.V.";"1983-2023";"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Veterinary"
114;21100870279;"Microbial genomics";journal;"20575858";1,338;Q1;52;245;572;14778;2420;570;3,97;60,32;46,02;1;103;United Kingdom;Western Europe;"Microbiology Society";"2015-2023";"Epidemiology (Q1); Genetics (Q1); Microbiology (Q1); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
115;21100900065;"International Journal of Neonatal Screening";journal;"2409515X";1,313;Q1;25;67;238;2348;869;215;3,62;35,04;59,78;0;22;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2015-2023";"Immunology and Microbiology (miscellaneous)  (Q1); Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1)";"Immunology and Microbiology; Medicine"
116;19700176023;"Virulence";journal;"21505594, 21505608";1,313;Q1;94;110;468;9261;2481;455;5,54;84,19;43,36;0;46;United States;Northern America;"Landes Bioscience";"2010-2023";"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Parasitology (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
117;21100398775;"Clinical and Translational Allergy";journal;"20457022";1,309;Q2;52;92;234;3633;994;198;4,10;39,49;52,03;2;40;United Kingdom;Western Europe;"John Wiley & Sons Inc.";"2011-2023";"Immunology and Allergy (Q1); Pulmonary and Respiratory Medicine (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
118;22410;"Inflammation Research";journal;"1420908X, 10233830";1,309;Q2;107;162;336;10100;1863;321;5,10;62,35;45,74;0;49;Switzerland;Western Europe;"Birkhauser Verlag Basel";"1995-2023";"Pharmacology (Q1); Immunology (Q2)";"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
119;21101159010;"MicroLife";journal;"26336693";1,301;Q1;6;1;23;112;75;20;3,10;112,00;28,57;0;1;United Kingdom;Western Europe;"Oxford University Press";"2020-2023";"Immunology and Microbiology (miscellaneous)  (Q1)";"Immunology and Microbiology"
120;20723;"Clinical and Experimental Allergy";journal;"09547894, 13652222";1,290;Q2;171;171;567;4851;1923;330;3,25;28,37;48,12;0;69;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1971-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
121;21100255109;"Frontiers in Cellular and Infection Microbiology";journal;"22352988";1,285;Q1;120;1582;4297;94865;21526;4128;4,42;59,97;47,15;3;733;Switzerland;Western Europe;"Frontiers Media SA";"2011-2023";"Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
122;21100428281;"Lupus Science and Medicine";journal;"20538790";1,278;Q2;39;73;212;2594;707;201;3,38;35,53;54,03;0;15;United Kingdom;Western Europe;"BMJ Publishing Group";"2014-2023";"Medicine (miscellaneous) (Q1); Rheumatology (Q1); Immunology (Q2)";"Immunology and Microbiology; Medicine"
123;21101048538;"Fungal Systematics and Evolution";journal;"25893823, 25893831";1,277;Q1;20;23;71;1610;287;71;3,98;70,00;37,11;0;0;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"2018-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
124;6300153114;"Fungal Biology Reviews";journal;"17494613";1,273;Q1;65;26;70;2891;457;69;6,10;111,19;42,73;0;4;Netherlands;Western Europe;"Elsevier B.V.";"2007-2023";"Microbiology (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Immunology and Microbiology"
125;20753;"Current Allergy and Asthma Reports";journal;"15297322, 15346315";1,270;Q2;78;66;149;4995;971;149;6,00;75,68;52,20;0;35;United States;Northern America;"Current Medicine Group";"2001-2023";"Pulmonary and Respiratory Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
126;110112;"Journal of Immunotherapy";journal;"15249557, 15374513";1,263;Q2;106;44;150;1376;521;149;3,12;31,27;42,06;0;41;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1991-2023";"Pharmacology (Q1); Cancer Research (Q2); Immunology (Q2); Immunology and Allergy (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
127;16341;"Expert Review of Anti-Infective Therapy";journal;"14787210, 17448336";1,260;Q1;96;122;400;9959;2202;366;5,29;81,63;41,36;0;66;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2023";"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Virology (Q1)";"Immunology and Microbiology; Medicine"
128;21101018850;"Journal of Translational Autoimmunity";journal;"25899090";1,249;Q2;19;45;144;2012;663;144;4,90;44,71;47,49;0;22;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
129;21100850718;"mSphere";journal;"23795042";1,234;Q1;68;250;1072;13133;4118;1054;3,61;52,53;43,33;0;104;United States;Northern America;"American Society for Microbiology";"2016-2023";"Microbiology (Q1); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
130;21100197941;"International Journal for Parasitology: Drugs and Drug Resistance";journal;"22113207";1,220;Q1;47;43;142;2437;622;142;4,21;56,67;43,39;0;13;Netherlands;Western Europe;"Elsevier B.V.";"2011-2023";"Infectious Diseases (Q1); Parasitology (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
131;4800153101;"Expert Review of Clinical Immunology";journal;"1744666X, 17448409";1,208;Q2;71;144;344;12267;1359;305;3,66;85,19;41,08;0;42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2023";"Immunology (Q2); Immunology and Allergy (Q2)";"Immunology and Microbiology; Medicine"
