Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
76;26947;"Journal of Catalysis";journal;"10902694, 00219517";1,720;Q1;274;370;1328;21911;9467;1320;6,61;59,22;32,70;0;73;United States;Northern America;"Academic Press Inc.";"1962-2023";"Catalysis (Q1); Physical and Theoretical Chemistry (Q1)";"Chemical Engineering; Chemistry"
77;21100248891;"ACS Sustainable Chemistry and Engineering";journal;"21680485";1,664;Q1;173;1687;5159;92426;41683;5096;7,17;54,79;35,02;1;901;United States;Northern America;"American Chemical Society";"2013-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemical Engineering; Chemistry; Energy; Environmental Science"
78;23448;"Chinese Chemical Letters";journal;"10018417";1,662;Q1;86;1052;2265;55668;19902;2259;9,49;52,92;39,52;0;376;Netherlands;Western Europe;"Elsevier B.V.";"1996-2024";"Chemistry (miscellaneous) (Q1)";"Chemistry"
79;28623;"Combustion and Flame";journal;"00102180, 15562921";1,656;Q1;212;516;1594;27527;10026;1589;6,13;53,35;22,93;0;91;United States;Northern America;"Elsevier Inc.";"1957-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Chemical Engineering; Chemistry; Energy; Physics and Astronomy"
80;23915;"Analytical Chemistry";journal;"15206882, 00032700";1,621;Q1;369;2155;6307;97379;44634;6266;6,81;45,19;38,97;1;566;United States;Northern America;"American Chemical Society";"1947-2023";"Analytical Chemistry (Q1)";"Chemistry"
81;21100788800;"Current Opinion in Green and Sustainable Chemistry";journal;"24522236";1,619;Q1;63;142;375;7321;3560;352;9,54;51,56;37,50;0;87;Netherlands;Western Europe;"Elsevier B.V.";"2016-2023";"Catalysis (Q1); Chemistry (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1)";"Chemical Engineering; Chemistry; Environmental Science"
82;23773;"Wuli Huaxue Xuebao/ Acta Physico - Chimica Sinica";journal;"10006818";1,606;Q1;57;105;466;7647;3076;379;9,55;72,83;37,04;0;70;China;Asiatic Region;"Chinese Chemical Society and Peking University";"1996-2024";"Physical and Theoretical Chemistry (Q1)";"Chemistry"
83;19600166212;"Journal of Physical Chemistry Letters";journal;"19487185";1,586;Q1;252;1508;4756;76732;25006;4741;4,94;50,88;29,30;0;245;United States;Northern America;"American Chemical Society";"2010-2023";"Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Materials Science"
84;21100218381;"Organic Reactions";book series;"00786179";1,572;Q1;21;4;30;856;45;8;2,06;214,00;0,00;0;0;United States;Northern America;"John Wiley & Sons Inc.";"2011-2023";"Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry"
85;19400156815;"Annual Review of Analytical Chemistry";journal;"19361335, 19361327";1,571;Q1;91;20;57;2685;458;57;6,06;134,25;41,67;0;5;United States;Northern America;"Annual Reviews Inc.";"2008-2023";"Analytical Chemistry (Q1); Medicine (miscellaneous) (Q1)";"Chemistry; Medicine"
86;14292;"Separation and Purification Technology";journal;"13835866, 18733794";1,533;Q1;202;2443;5692;146194;50538;5681;8,86;59,84;37,06;0;1297;Netherlands;Western Europe;"Elsevier B.V.";"1997-2024";"Analytical Chemistry (Q1); Filtration and Separation (Q1)";"Chemical Engineering; Chemistry"
87;16322;"Desalination";journal;"00119164";1,521;Q1;231;676;1408;45212;13259;1406;8,96;66,88;32,44;0;482;Netherlands;Western Europe;"Elsevier B.V.";"1966-2024";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Water Science and Technology (Q1)";"Chemical Engineering; Chemistry; Engineering; Environmental Science; Materials Science"
88;13517;"Ultrasonics Sonochemistry";journal;"13504177, 18732828";1,514;Q1;170;475;1305;27847;12346;1294;9,48;58,63;38,75;0;93;Netherlands;Western Europe;"Elsevier B.V.";"1994-2023";"Acoustics and Ultrasonics (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Chemistry (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Chemical Engineering; Chemistry; Environmental Science; Medicine; Physics and Astronomy"
89;21100209317;"ACS Macro Letters";journal;"21611653";1,491;Q1;120;261;729;11519;4139;722;5,10;44,13;33,98;0;32;United States;Northern America;"American Chemical Society";"2012-2023";"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)";"Chemistry; Materials Science"
90;21100404576;"2D Materials";journal;"20531583";1,483;Q1;96;159;582;9671;2890;580;4,50;60,82;27,10;0;25;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2014-2023";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
91;19958;"Archives of Pharmacal Research";journal;"19763786, 02536269";1,481;Q1;105;54;226;5084;1594;226;7,27;94,15;41,70;0;31;South Korea;Asiatic Region;"Pharmaceutical Society of Korea";"1978-2023";"Drug Discovery (Q1); Molecular Medicine (Q1); Organic Chemistry (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
92;21100409442;"Liquid Crystals Reviews";journal;"21680418, 21680396";1,470;Q1;22;4;15;671;66;14;4,70;167,75;28,57;0;0;United States;Northern America;"Taylor and Francis Inc.";"2013-2023";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
93;21100924839;"Communications Chemistry";journal;"23993669";1,468;Q1;44;276;538;14594;2802;479;4,98;52,88;29,15;0;51;United States;Northern America;"Springer Nature";"2018-2023";"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Materials Chemistry (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science; Materials Science"
94;21100904205;"ACS Applied Energy Materials";journal;"25740962";1,467;Q1;87;1242;4451;65549;26689;4442;5,43;52,78;31,31;0;832;United States;Northern America;"American Chemical Society";"2018-2023";"Chemical Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1)";"Chemical Engineering; Chemistry; Energy; Engineering; Materials Science"
95;5100155074;"Journal of Chemical Theory and Computation";journal;"15499626, 15499618";1,457;Q1;222;719;1874;59051;10958;1868;5,77;82,13;21,43;0;43;United States;Northern America;"American Chemical Society";"2005-2023";"Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Computer Science"
96;26884;"Current Opinion in Colloid and Interface Science";journal;"18790399, 13590294";1,454;Q1;169;67;231;5919;2087;218;8,24;88,34;36,22;0;13;United Kingdom;Western Europe;"Elsevier B.V.";"1996-2023";"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)";"Chemical Engineering; Chemistry; Materials Science; Physics and Astronomy"
97;16313;"Fuel";journal;"00162361, 18737153";1,451;Q1;256;3445;8550;198398;65664;8536;7,52;57,59;30,12;3;1689;Netherlands;Western Europe;"Elsevier B.V.";"1922, 1970-2024";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)";"Chemical Engineering; Chemistry; Energy"
98;21101023387;"Batteries and Supercaps";journal;"25666223";1,438;Q1;37;230;496;14601;2621;470;5,07;63,48;30,46;0;143;Germany;Western Europe;"Wiley-VCH Verlag";"2018-2023";"Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1)";"Chemistry; Energy; Engineering"
99;27919;"Rare Metals";journal;"10010521, 18677185";1,428;Q1;59;406;974;21344;7249;890;7,75;52,57;34,22;0;132;China;Asiatic Region;"Springer International Publishing AG";"1982-1987, 1989-2023";"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
100;26880;"Proceedings of the Combustion Institute";journal;"18732704, 15407489";1,425;Q1;164;543;705;18500;3843;702;5,45;34,07;20,08;0;95;United Kingdom;Western Europe;"Elsevier Ltd";"2000, 2002, 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019, 2021, 2023";"Chemical Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Physical and Theoretical Chemistry (Q1)";"Chemical Engineering; Chemistry; Engineering"
101;21100779404;"Macromolecules";journal;"00249297, 15205835";1,401;Q1;340;902;3164;54987;16179;3151;5,01;60,96;30,46;0;88;United States;Northern America;"American Chemical Society";"1968-2023";"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)";"Chemistry; Materials Science"
102;130080;"Journal of Chemical Information and Modeling";journal;"1549960X, 15499596";1,396;Q1;192;741;1699;46100;10352;1678;6,05;62,21;30,48;1;135;United States;Northern America;"American Chemical Society";"2005-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1)";"Chemical Engineering; Chemistry; Computer Science; Social Sciences"
103;12229;"Mass Spectrometry Reviews";journal;"10982787, 02777037";1,396;Q1;139;114;125;19321;904;113;6,23;169,48;39,70;1;22;United States;Northern America;"John Wiley & Sons Inc.";"1982-2023";"Analytical Chemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Condensed Matter Physics (Q1); Spectroscopy (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Physics and Astronomy"
104;20058;"Innovative Food Science and Emerging Technologies";journal;"14668564";1,384;Q1;143;231;748;11997;5673;745;6,88;51,94;42,99;0;65;Netherlands;Western Europe;"Elsevier B.V.";"2000-2023";"Chemistry (miscellaneous) (Q1); Food Science (Q1); Industrial and Manufacturing Engineering (Q1)";"Agricultural and Biological Sciences; Chemistry; Engineering"
105;21100229207;"Journal of Materials Chemistry C";journal;"20507534, 20507526";1,358;Q1;183;1610;5208;94339;31004;5193;5,57;58,60;33,67;0;303;United Kingdom;Western Europe;"Royal Society of Chemistry";"2013-2023";"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)";"Chemistry; Materials Science"
106;21101041614;"Giant";journal;"26665425";1,348;Q1;21;70;124;5747;729;115;5,64;82,10;33,82;0;9;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Surfaces, Coatings and Films (Q1)";"Chemistry; Materials Science"
107;22806;"Chemical Record";journal;"15278999, 15280691";1,338;Q1;96;186;489;23854;3479;469;6,75;128,25;29,40;0;44;United States;Northern America;"John Wiley & Sons Inc.";"2001-2023";"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Medicine (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science; Medicine"
108;27035;"Progress in Solid State Chemistry";journal;"00796786";1,320;Q1;59;16;27;2402;244;27;8,17;150,13;29,58;0;9;United Kingdom;Western Europe;"Elsevier Ltd";"1964-1965, 1967, 1971-1973, 1975-1976, 1978-1991, 1993, 1995-2023";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
109;21101091928;"ACS ES and T Water";journal;"26900637";1,318;Q1;29;442;519;25107;2645;506;5,10;56,80;38,34;0;316;United States;Northern America;"American Chemical Society";"2021-2023";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Water Science and Technology (Q1)";"Chemical Engineering; Chemistry; Environmental Science"
110;17625;"Journal of Proteome Research";journal;"15353893, 15353907";1,299;Q1;183;377;1178;19861;5110;1161;4,05;52,68;41,08;0;98;United States;Northern America;"American Chemical Society";"2002-2023";"Biochemistry (Q1); Chemistry (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
111;23450;"Chinese Journal of Chemistry";journal;"16147065, 1001604X";1,294;Q1;58;406;941;26938;5137;927;5,53;66,35;34,41;0;93;United States;Northern America;"John Wiley & Sons Inc.";"1990-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
112;7700153108;"International Journal of Nanomedicine";journal;"11782013, 11769114";1,273;Q1;179;443;1559;33731;12840;1554;6,74;76,14;43,56;0;229;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2006-2023";"Bioengineering (Q1); Biomaterials (Q1); Biophysics (Q1); Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
113;21101099106;"Journal of Nanostructure in Chemistry";journal;"20089244, 21938865";1,264;Q1;59;42;153;3503;1464;153;9,84;83,40;34,98;0;17;Germany;Western Europe;"Springer Medizin";"2013-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
114;21972;"Topics in Current Chemistry";journal;"23648961, 23650869";1,260;Q1;110;35;144;5171;997;144;6,65;147,74;40,14;0;9;Germany;Western Europe;"Springer Verlag";"1974-1977, 1979-1983, 1987, 2004-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
115;21100403917;"Inorganic Chemistry Frontiers";journal;"20521545, 20521553";1,255;Q1;89;615;1614;38961;10130;1608;5,89;63,35;36,34;0;219;United Kingdom;Western Europe;"Royal Society of Chemistry";"2014-2023";"Inorganic Chemistry (Q1)";"Chemistry"
116;24738;"Lab on a Chip";journal;"14730197, 14730189";1,246;Q1;246;394;1204;26666;7657;1193;6,12;67,68;34,87;0;123;United Kingdom;Western Europe;"Royal Society of Chemistry";"2001-2023";"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Engineering; Materials Science"
117;26396;"Organic Letters";journal;"15237052, 15237060";1,245;Q1;257;1758;5441;73742;26156;5424;4,89;41,95;33,26;0;37;United States;Northern America;"American Chemical Society";"1999-2023";"Biochemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
118;21100943537;"Materials Today Sustainability";journal;"25892347";1,244;Q1;28;344;229;30017;1761;229;7,21;87,26;35,55;0;204;United Kingdom;Western Europe;"Elsevier Ltd";"2018-2023";"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Chemistry; Energy; Materials Science"
119;21101173022;"Digital Discovery";journal;"2635098X";1,238;Q1;12;184;74;12179;418;73;5,65;66,19;21,23;1;25;United Kingdom;Western Europe;"Royal Society of Chemistry";"2022-2023";"Chemistry (miscellaneous) (Q1)";"Chemistry"
120;21100229202;"Journal of Materials Chemistry B";journal;"2050750X, 20507518";1,216;Q1;141;848;2611;60093;17337;2599;6,16;70,86;42,44;0;290;United Kingdom;Western Europe;"Royal Society of Chemistry";"2013-2023";"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)";"Chemistry; Engineering; Materials Science; Medicine"
121;21101103288;"ACS Nanoscience Au";journal;"26942496";1,210;Q1;10;51;52;3493;234;47;4,50;68,49;36,64;0;8;United States;Northern America;"American Chemical Society";"2021-2023";"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)";"Chemistry; Materials Science"
122;28983;"Applied Surface Science";journal;"01694332";1,210;Q1;235;3248;9778;176074;66434;9769;6,78;54,21;34,63;0;1016;Netherlands;Western Europe;"Elsevier B.V.";"1984-2024";"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Physics and Astronomy (miscellaneous) (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)";"Chemistry; Materials Science; Physics and Astronomy"
123;21101046693;"Journal of Power Sources Advances";journal;"26662485";1,185;Q1;14;11;65;354;311;64;5,36;32,18;23,08;0;8;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1)";"Chemistry; Energy; Materials Science"
124;21101081676;"Sensors International";journal;"26663511";1,184;Q1;31;36;183;1948;1830;181;10,21;54,11;34,48;0;11;China;Asiatic Region;"KeAi Communications Co.";"2020-2024";"Bioengineering (Q1); Chemical Health and Safety (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1)";"Chemical Engineering; Chemistry; Engineering; Materials Science"
125;25879;"International Journal of Molecular Sciences";journal;"14220067, 16616596";1,179;Q1;269;17624;39649;1385837;217780;39088;5,00;78,63;48,27;21;7012;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2000-2023";"Computer Science Applications (Q1); Inorganic Chemistry (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Spectroscopy (Q1); Catalysis (Q2); Molecular Biology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Computer Science; Medicine"
126;25181;"Electrochimica Acta";journal;"00134686";1,159;Q1;276;1539;4900;83910;29016;4879;5,63;54,52;35,13;0;757;United Kingdom;Western Europe;"Elsevier Ltd";"1959-2023";"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1)";"Chemical Engineering; Chemistry"
